dataset_id,cost_reward_ratio,treat_none,treat_none_phi,treat_all,tret_all_phi,s-learner_policy_1,s-learner_policy_1_phi,s-learner_policy_2,s-learner_policy_2_phi,double_machine_learning_policy_1,double_machine_learning_policy_1_phi,double_machine_learning_policy_2,double_machine_learning_policy_2_phi,x-learner_policy_1,x-learner_policy_1_phi,x-learner_policy_2,x-learner_policy_2_phi,causal_forest_policy_1,causal_forest_policy_1_phi,causal_forest_policy_2,causal_forest_policy_2_phi
34,0.0666666666666666,481860.0,0.0,454660.0,1.0,484524.0,0.1232729128470712,485656.0,0.1105524788780312,484958.0,0.0472905286635038,484712.0,0.0455705294195475,479344.0,0.3443400684219479,483100.0,0.2863515224828473,483154.0,0.1781994821101177,484652.0,0.2054737558357117
35,0.0666666666666666,485190.0,0.0,452874.0,1.0,490788.0,0.1180940140246092,491936.0,0.0969247925605307,486022.0,0.0403727295064925,486000.0,0.037367456102217,477608.0,0.3334719413310148,481710.0,0.2693027387680269,493384.0,0.1519647683671348,491676.0,0.1843990398245978
36,0.0666666666666666,485040.0,0.0,451610.0,1.0,487748.0,0.1004214943202222,488648.0,0.0819173266297465,487282.0,0.0423573440187498,487176.0,0.0398245978792976,476106.0,0.3415805091953806,480370.0,0.2751242746706485,482558.0,0.1584667435311017,481198.0,0.1980267261420984
37,0.0666666666666666,481620.0,0.0,455126.0,1.0,487926.0,0.0967357816546014,488742.0,0.0775322736121874,484324.0,0.0438127279944052,483592.0,0.0418470145727408,474596.0,0.3199009582852931,483964.0,0.2493053849207099,489522.0,0.1447445517606365,489946.0,0.2102935339369081
38,0.0666666666666666,485070.0,0.0,451626.0,1.0,486234.0,0.1128395108397754,485908.0,0.0978131438183983,485842.0,0.0409586633148732,485884.0,0.0395788837015895,476722.0,0.3559642391365982,479578.0,0.2968227266713289,488492.0,0.1664808059425029,488428.0,0.2000491428355416
39,0.0666666666666666,478890.0,0.0,458552.0,1.0,478540.0,0.1592227871548188,479080.0,0.1434592776003175,479000.0,0.0615608520611639,480356.0,0.0600298637231368,472844.0,0.3644508288128225,470796.0,0.31135766533729,484014.0,0.1893511255599448,480788.0,0.2242236377038955
40,0.0666666666666666,481140.0,0.0,451416.0,1.0,482772.0,0.1005349008637798,482552.0,0.0914623773791747,483476.0,0.0529797569319749,483910.0,0.0505226151548944,470252.0,0.3531101744570661,474168.0,0.3013211862324456,485568.0,0.1600544351409076,484344.0,0.1972706825183813
41,0.0666666666666666,475050.0,0.0,458404.0,1.0,470994.0,0.0858865556542612,473988.0,0.0699718373750165,474422.0,0.0412610807643601,475732.0,0.039200861889731,473420.0,0.3293704046723495,466742.0,0.2648987846598749,477794.0,0.1420983990776267,478676.0,0.1745137694444969
42,0.0666666666666666,482850.0,0.0,453928.0,1.0,488262.0,0.0919727068251838,485744.0,0.0769085376226208,484158.0,0.0422628385657852,483942.0,0.0385771259001644,478408.0,0.3340389740488026,481626.0,0.2738011983291435,486926.0,0.1535902621581265,488378.0,0.1924887065983707
43,0.0666666666666666,480060.0,0.0,453240.0,1.0,481234.0,0.1132931370140057,481540.0,0.0990795168881244,481432.0,0.0290509762413291,481060.0,0.0265749333736556,480484.0,0.3471563309202941,476534.0,0.2835163588939082,479194.0,0.1553102614020829,479216.0,0.1932636513126807
44,0.0666666666666666,480540.0,0.0,457348.0,1.0,484074.0,0.1159581907876084,483566.0,0.1016689662993554,484178.0,0.0548698659912677,483902.0,0.0506738238796378,476446.0,0.3498402857844898,479788.0,0.2945356947095847,485190.0,0.1886328841174135,486322.0,0.2252820987770994
45,0.0666666666666666,483480.0,0.0,455122.0,1.0,482582.0,0.1140302795471298,483186.0,0.1006861095885232,482726.0,0.0616175553329427,483144.0,0.0590848091934904,474278.0,0.3337743587805016,477914.0,0.2669212013533181,486416.0,0.1635511369005991,484646.0,0.1975541988772752
46,0.0666666666666666,487770.0,0.0,449284.0,1.0,488374.0,0.1413423554539097,490334.0,0.12487950554747,489338.0,0.0531876689284971,489446.0,0.0501445933430358,477774.0,0.3634679721019903,480846.0,0.3075396450375187,488302.0,0.1813748653297295,490352.0,0.2215207817491069
47,0.0666666666666666,478020.0,0.0,459798.0,1.0,479200.0,0.0953181998601319,480516.0,0.0823331506227909,479814.0,0.0416958058479974,480118.0,0.0393331695238815,462374.0,0.3464569905683557,475188.0,0.2839510839775455,479696.0,0.1576728977261988,483804.0,0.1935471676715746
48,0.0666666666666666,483600.0,0.0,453466.0,1.0,486472.0,0.1082465458256941,485716.0,0.0884760050654922,484252.0,0.0345511936038709,484050.0,0.0322452605515338,483132.0,0.3391611695994859,485228.0,0.2722513089005235,486324.0,0.1531366359838962,488806.0,0.1937550796680968
49,0.0666666666666666,481320.0,0.0,455050.0,1.0,487220.0,0.0885516094278639,485608.0,0.0643204112877313,485310.0,0.0390496531649876,484472.0,0.036592511387907,478098.0,0.3381216096168749,482422.0,0.2758236150225868,490730.0,0.1345379628404558,489778.0,0.1743814618103464
0,0.05,638600.0,0.0,625186.0,1.0,645720.0,0.2069291398113671,650126.0,0.1865537641521915,641224.0,0.0932579809855028,641226.0,0.0892887519609881,643120.0,0.3952785075698868,646926.0,0.3425822669968057,644922.0,0.3093730508250326,647270.0,0.3376679834426446
1,0.05,641040.0,0.0,623342.0,1.0,644248.0,0.2091027652295537,644638.0,0.1905040920861133,635624.0,0.1525696032661084,635490.0,0.1484869676980361,641580.0,0.4195853100723912,638546.0,0.3674561022170979,646488.0,0.3069537112291379,644164.0,0.3335475456933865
2,0.05,649840.0,0.0,622104.0,1.0,653400.0,0.1776513504829228,651532.0,0.1569357551930746,653900.0,0.1127828075679966,654562.0,0.1081898425539153,653004.0,0.3907800480087701,654014.0,0.3404086415786191,649160.0,0.2760693292002948,649532.0,0.3050447010792523
3,0.05,640160.0,0.0,624206.0,1.0,652316.0,0.1792201410021358,652862.0,0.1612641049388549,650022.0,0.1068100629406316,648404.0,0.1036535808116128,648090.0,0.3909690589146993,655466.0,0.3346249078571833,650274.0,0.2798873495000661,655062.0,0.3067647003232086
4,0.05,635960.0,0.0,627024.0,1.0,639840.0,0.2260003402196306,640100.0,0.2151700153098834,640196.0,0.1848904681800139,640864.0,0.1784262951972328,634512.0,0.4128943240024949,640478.0,0.3705369799837451,641064.0,0.3368930387283346,635184.0,0.3466460014742851
5,0.05,646000.0,0.0,625386.0,1.0,653246.0,0.1900126637306972,656604.0,0.1753265163399928,648714.0,0.1391120267639442,649532.0,0.1335929083108095,641584.0,0.4020450980021547,652552.0,0.3472130341920729,655398.0,0.2650499933846182,655306.0,0.288751960988149
6,0.05,642400.0,0.0,626166.0,1.0,642252.0,0.2109361710170677,643070.0,0.1986882643128508,640286.0,0.142287409983556,641756.0,0.1371463133422798,636802.0,0.4130077305460525,637126.0,0.366926871680496,644744.0,0.2875044890090158,635828.0,0.3107906326195021
7,0.05,635760.0,0.0,627108.0,1.0,633500.0,0.179673767176366,639628.0,0.1602623471374298,640370.0,0.1004025932296293,641178.0,0.0946566616893794,634778.0,0.3885308182282118,635558.0,0.3426956735403633,646124.0,0.2802275691307388,647616.0,0.3118490936927061
8,0.05,637000.0,0.0,621434.0,1.0,647326.0,0.165649157956414,649446.0,0.146710265182301,639796.0,0.0646228287372181,638922.0,0.0614852476987922,643528.0,0.3786833500292967,641446.0,0.3246262309335249,641490.0,0.2579242822310847,644642.0,0.2911334984028578
9,0.05,637520.0,0.0,617908.0,1.0,646130.0,0.1564821290188444,645426.0,0.1442909255864063,641054.0,0.0756421645528947,639964.0,0.0715784300754153,644406.0,0.3814240081652711,641712.0,0.3215831553480636,643242.0,0.2416504432305744,643950.0,0.2721757045381519
10,0.05,644120.0,0.0,613578.0,1.0,645772.0,0.1520025705483206,646392.0,0.1359366435443325,643416.0,0.1214962103313361,645818.0,0.1142003893624662,630750.0,0.4013457576502164,637732.0,0.3503128130493129,645936.0,0.2737066928761789,643624.0,0.3098644791804487
11,0.05,640120.0,0.0,624722.0,1.0,643994.0,0.1922240913300697,648332.0,0.1786909104655338,643314.0,0.1442720244958134,642238.0,0.1382425765966696,641868.0,0.3935207061447445,635692.0,0.3462112763906477,646068.0,0.2886574555351844,645306.0,0.3097510726368911
12,0.05,648760.0,0.0,613972.0,1.0,660046.0,0.1767440981344623,658184.0,0.1580509195380573,650760.0,0.0826733702534636,651020.0,0.078156009601754,642992.0,0.3872455440678927,642598.0,0.3305422722891111,642240.0,0.2819664694652881,644168.0,0.3129264558565029
13,0.05,638960.0,0.0,628684.0,1.0,647092.0,0.1557260853951273,646724.0,0.1397168616629179,641454.0,0.1029542404596745,641890.0,0.0985880885327083,635968.0,0.4026121307199425,649882.0,0.3546222617045003,656184.0,0.2787910862456764,651572.0,0.3069537112291379
14,0.05,643200.0,0.0,617532.0,1.0,644496.0,0.1580887217192432,647398.0,0.1491107036876027,645500.0,0.1100043472508363,645514.0,0.1072825902054548,640618.0,0.3970552100856219,644442.0,0.3437352335229742,649390.0,0.2709660347402045,644862.0,0.2958587710510896
15,0.05,628560.0,0.0,622956.0,1.0,639430.0,0.1174513769444497,639350.0,0.1027085262819664,633250.0,0.0787608445007276,635170.0,0.0748483187479917,633206.0,0.3903831251063186,638690.0,0.3400873230385393,636176.0,0.2530856030392954,629538.0,0.2792636135104995
16,0.05,640440.0,0.0,628062.0,1.0,645174.0,0.160999489670554,646604.0,0.1457463095620617,644682.0,0.092426332999414,643220.0,0.0896478726822537,642652.0,0.3906099381934337,643346.0,0.3404086415786191,641414.0,0.2696240573081067,646602.0,0.3055172283440754
17,0.05,642840.0,0.0,624284.0,1.0,654842.0,0.1636267412629709,655426.0,0.1540816905135426,648648.0,0.0995709452435405,647700.0,0.0928043548112726,643826.0,0.4025932296293496,645488.0,0.3532424820912166,654044.0,0.2685088929631239,653248.0,0.2937040467234959
18,0.05,649040.0,0.0,617704.0,1.0,648866.0,0.1770654166745421,652214.0,0.1630975107263689,650692.0,0.0905551250307142,651324.0,0.0878711701665186,643556.0,0.3929725745175497,642864.0,0.3402763339444686,651486.0,0.2594552705691118,647212.0,0.2886574555351844
19,0.05,635600.0,0.0,631608.0,1.0,653520.0,0.2280794601848526,653592.0,0.2086680401459164,643306.0,0.1466913640917081,642274.0,0.1411533445479804,652190.0,0.4056552063054038,648516.0,0.3617101706768481,646286.0,0.3023607462150566,647586.0,0.3291057894040486
20,0.05,644160.0,0.0,620390.0,1.0,652526.0,0.1390931256733513,654880.0,0.1265049993384618,646456.0,0.0829001833405787,646236.0,0.0790443608596216,644304.0,0.3770578562383049,647062.0,0.3138526092955563,659188.0,0.2417260475929461,645136.0,0.2715897707297711
21,0.05,645080.0,0.0,621136.0,1.0,652480.0,0.1851550834483149,650398.0,0.1656113557752282,646686.0,0.1152021471638913,645302.0,0.1120645661254654,641902.0,0.3986996049672066,645672.0,0.3462490785718335,651896.0,0.2829682272667133,654344.0,0.3098644791804487
22,0.05,645520.0,0.0,618938.0,1.0,650390.0,0.2225792428223108,649660.0,0.2096319957661557,648562.0,0.136068951178483,648692.0,0.1288298334813918,640290.0,0.4025176252669779,642162.0,0.3501049010527907,644162.0,0.2867484453852987,648380.0,0.3123027198669363
23,0.05,645520.0,0.0,613458.0,1.0,644076.0,0.1704500349670176,645826.0,0.1602434460468369,644122.0,0.1021981968359574,643956.0,0.0966601772922297,626070.0,0.4172226737482752,638240.0,0.3642240157257074,642094.0,0.2885440489916268,645554.0,0.3107906326195021
24,0.05,631000.0,0.0,619576.0,1.0,641498.0,0.1871396979605723,641364.0,0.1683520139112026,630914.0,0.1406430151019713,631014.0,0.1373731264293949,635308.0,0.4058253161207402,637214.0,0.3614833575897329,641124.0,0.2881660271797682,639900.0,0.3166310696127166
25,0.05,643760.0,0.0,620152.0,1.0,644846.0,0.1744759672633111,646802.0,0.1599221275067571,644370.0,0.1023872077418867,646206.0,0.0969436936511236,640396.0,0.3818776343395014,638140.0,0.3311660082786777,647572.0,0.2589827433042886,648756.0,0.2938552554482393
26,0.05,646480.0,0.0,631078.0,1.0,654558.0,0.1616043245695276,657784.0,0.1515489443740904,649422.0,0.1005159997731869,648488.0,0.0954316064036894,637976.0,0.3901563120192035,641420.0,0.3389154554217778,656862.0,0.2702855954788591,648932.0,0.301207779688888
27,0.05,641480.0,0.0,625096.0,1.0,648342.0,0.2239401213450016,646468.0,0.2106526546581738,648078.0,0.0904039163059708,647854.0,0.0865669949156066,641358.0,0.4233655281909766,641648.0,0.3811026896251914,644688.0,0.3175383219611771,646758.0,0.3319409529929877
28,0.05,646800.0,0.0,622486.0,1.0,651714.0,0.1788799213714631,647452.0,0.1623603681932447,649170.0,0.1084544578222163,648728.0,0.1044096244353299,638612.0,0.3925756516150981,641642.0,0.3376868845332376,641638.0,0.2820609749182527,646306.0,0.3086359082919084
29,0.05,641600.0,0.0,622046.0,1.0,654362.0,0.1821876122252254,653976.0,0.1718109134897083,648882.0,0.1138034664600147,648006.0,0.1083977545504375,650594.0,0.4087927873438297,654614.0,0.3619180826733703,652986.0,0.2848205341448201,654536.0,0.3098644791804487
30,0.05,640480.0,0.0,616452.0,1.0,653732.0,0.1759313512389665,649952.0,0.1527964163532235,646388.0,0.091141058839095,649596.0,0.0858487534730754,631086.0,0.3827092823255902,647898.0,0.330825788648005,644538.0,0.2630275766911751,641484.0,0.3004706371557639
31,0.05,642120.0,0.0,621254.0,1.0,647324.0,0.1852306878106867,647716.0,0.1743625607197535,642526.0,0.1030298448220462,643806.0,0.0988338027104163,634876.0,0.3976033417128168,644752.0,0.351862702477933,646888.0,0.2790368004233844,650150.0,0.3033247018352959
32,0.05,648000.0,0.0,625194.0,1.0,654914.0,0.1442531234052204,655060.0,0.1248417033662842,648518.0,0.0884760050654922,648814.0,0.0825977658910919,642310.0,0.3919897178067174,645448.0,0.3337365565993158,646678.0,0.2566579091613586,645152.0,0.2866161377511482
33,0.05,637920.0,0.0,623306.0,1.0,637818.0,0.1796170639045873,635700.0,0.1582588315345795,640314.0,0.0973406165535751,640470.0,0.0925586406335645,632276.0,0.4015536696467386,635262.0,0.3581378645547848,638642.0,0.2834596556221294,642432.0,0.31135766533729
34,0.05,642480.0,0.0,623880.0,1.0,651344.0,0.1915625531593173,651942.0,0.1824900296747122,646482.0,0.1295480749239231,647200.0,0.1271854385998072,644740.0,0.3998525714933751,646422.0,0.3525053395580925,652292.0,0.2898482242425388,647076.0,0.3099400835428204
35,0.05,646920.0,0.0,621394.0,1.0,654828.0,0.1912979378910163,656002.0,0.1676715746498573,651800.0,0.0769841419849925,651990.0,0.0705955733645831,640212.0,0.3859791709981666,647186.0,0.3332451282438997,654874.0,0.2615154894437409,653318.0,0.2896592133366095
36,0.05,646720.0,0.0,619710.0,1.0,653978.0,0.1605080613151379,651736.0,0.1402460921995199,650806.0,0.086982818908651,652240.0,0.0831836996994726,641132.0,0.3959022435594533,646838.0,0.3426200691779916,642598.0,0.275766911750808,642968.0,0.3062732719677925
37,0.05,642160.0,0.0,624526.0,1.0,657926.0,0.1606025667681025,654676.0,0.145160375753681,644858.0,0.0970192980134953,645412.0,0.093220178804317,638384.0,0.3709528039767895,645216.0,0.3152512899994329,655406.0,0.2543708771996144,652258.0,0.281739656378173
38,0.05,646760.0,0.0,619596.0,1.0,653356.0,0.180977942427278,652218.0,0.1640614663466082,643032.0,0.0847335891280926,643718.0,0.0828434800687999,640424.0,0.4123272912847071,645454.0,0.3646020375375659,653252.0,0.2761260324720736,648536.0,0.3037027236471544
39,0.05,638520.0,0.0,629042.0,1.0,638336.0,0.2393256090876443,639076.0,0.2271344056552063,640670.0,0.1165441245959891,640772.0,0.1131608293798552,633770.0,0.4179976184625853,636786.0,0.3718033530534712,639766.0,0.2979378910163116,639058.0,0.3267431530799327
40,0.05,641520.0,0.0,619536.0,1.0,645418.0,0.158655754437031,644556.0,0.1494131211370896,647750.0,0.1213450016065927,647094.0,0.1184342336552819,631012.0,0.4089439960685732,638684.0,0.364828850624681,644746.0,0.269019222409133,643842.0,0.2947436067061069
41,0.05,633400.0,0.0,629034.0,1.0,630728.0,0.1353885119171376,632488.0,0.1211181885194775,632480.0,0.0811990851872153,632754.0,0.0782505150547186,636154.0,0.3819532387018731,630518.0,0.3211673313550192,638942.0,0.2410267072410078,635786.0,0.2769009771863837
42,0.05,643800.0,0.0,622938.0,1.0,654580.0,0.1466913640917081,652840.0,0.1335173039484378,647490.0,0.0898557846787759,644956.0,0.0834672160583665,643622.0,0.3891167520365925,644448.0,0.3354565558432721,648086.0,0.2610618632695106,655278.0,0.2917383333018315
43,0.05,640080.0,0.0,621920.0,1.0,645550.0,0.1678416844651936,643954.0,0.155026745043189,639630.0,0.064906345096112,640324.0,0.060218874629066,644066.0,0.4012890543784376,642936.0,0.3496701759691534,645914.0,0.2670535089874686,650526.0,0.2950838263367796
44,0.05,640720.0,0.0,627558.0,1.0,652004.0,0.2003137581038425,651534.0,0.1925076076889636,645368.0,0.1130285217457047,644490.0,0.1056948985956489,642444.0,0.4048991626816867,646890.0,0.3597633583457765,649440.0,0.3085036006577579,646808.0,0.3288411741357476
45,0.05,644640.0,0.0,624492.0,1.0,646390.0,0.1829247547583495,647880.0,0.1718109134897083,644464.0,0.1206834634358402,643976.0,0.1145217079025459,637528.0,0.3908367512805489,637840.0,0.3348328198537055,648062.0,0.2702855954788591,652388.0,0.2963501994065057
46,0.05,650360.0,0.0,616684.0,1.0,648908.0,0.2362069291398113,650524.0,0.225130890052356,653990.0,0.1149942351673691,653038.0,0.1101177537943939,640454.0,0.4159373995879562,641022.0,0.373391044663277,649832.0,0.3010187687829588,648114.0,0.320694804090196
47,0.05,637360.0,0.0,630888.0,1.0,644086.0,0.1602623471374298,646776.0,0.1501313625796208,640920.0,0.0847335891280926,639646.0,0.079705899030374,630784.0,0.3997391649498176,637182.0,0.3515035817566673,646150.0,0.2678662558829644,642446.0,0.3007730546052507
48,0.05,644800.0,0.0,622186.0,1.0,650624.0,0.172944978925284,650544.0,0.1513410323775681,647300.0,0.0847902923998714,649324.0,0.0803296350199406,647038.0,0.3928402668833992,648092.0,0.3445479804184701,655364.0,0.2690381234997259,652330.0,0.3019449222220122
49,0.05,641760.0,0.0,624390.0,1.0,648046.0,0.1506227909350369,648218.0,0.120740166707619,646996.0,0.0797626023021528,646946.0,0.0759067798211956,642578.0,0.3940877388625323,643330.0,0.3423554539096906,650646.0,0.2455251668021245,647646.0,0.2771088891829058
0,0.04,798250.0,0.0,794776.0,1.0,814390.0,0.2623282363392368,811762.0,0.244599013363071,803128.0,0.1833405787513939,803798.0,0.1793524486362863,810424.0,0.4307369535222182,814076.0,0.385620050276901,813380.0,0.4005519118453134,807036.0,0.4125163021906364
1,0.04,801300.0,0.0,792392.0,1.0,807740.0,0.2871075661065643,807878.0,0.2738390005103294,799562.0,0.2655792239212202,800062.0,0.2615910938061126,806780.0,0.4572929858052809,814436.0,0.4109097094902376,809658.0,0.4003061976676054,810630.0,0.4169958606611601
2,0.04,812300.0,0.0,790794.0,1.0,817244.0,0.2400060483489897,812902.0,0.2242236377038955,818222.0,0.190598597539078,816630.0,0.186704972876935,821630.0,0.4257470656056854,819324.0,0.3864138960818039,810728.0,0.361218742321432,814968.0,0.3755079668096849
3,0.04,800200.0,0.0,793526.0,1.0,814746.0,0.2393256090876443,819486.0,0.2222201221010452,820224.0,0.1850794790859432,818866.0,0.1817906893227739,816198.0,0.4260683841457652,813686.0,0.3821044474266165,814488.0,0.3669457727710889,817120.0,0.3869998298901846
4,0.04,794950.0,0.0,797154.0,1.0,801236.0,0.297597671385639,802056.0,0.2890354773470429,811564.0,0.3055550305252613,810214.0,0.3013400873230385,803280.0,0.4467461772544275,806944.0,0.4172793770200541,800280.0,0.4292059651841911,800446.0,0.428185306292173
5,0.04,807500.0,0.0,794996.0,1.0,817346.0,0.2573572495132969,824090.0,0.2433515413839378,815224.0,0.2451471449902659,813574.0,0.2396091254465382,806096.0,0.4380894777628669,810636.0,0.3916116959948589,819612.0,0.352108416655641,816894.0,0.3710095072485682
6,0.04,803000.0,0.0,796036.0,1.0,811780.0,0.2746517474058253,808700.0,0.2690948267715047,801422.0,0.24355945338046,799940.0,0.2400816527113614,805370.0,0.4486362863137203,801614.0,0.4138015763509554,808870.0,0.3736934621127639,807988.0,0.3861681819040958
7,0.04,794700.0,0.0,797178.0,1.0,799420.0,0.2459787929763547,802658.0,0.2339387982686601,805976.0,0.1896724441000245,806040.0,0.183850908197403,795046.0,0.4239136598181715,803004.0,0.3860736764511312,808714.0,0.3674939043982838,806900.0,0.3813862059840853
8,0.04,796250.0,0.0,790004.0,1.0,810518.0,0.2237889126202581,815654.0,0.2088570510518456,799804.0,0.126958625512692,801106.0,0.1223656604986107,808314.0,0.4123461923753,818306.0,0.3722380781371085,797868.0,0.3434517171640803,807224.0,0.3618424783109985
9,0.04,796900.0,0.0,785628.0,1.0,809654.0,0.2150755098569187,809616.0,0.2019581529854272,799638.0,0.126712911334984,799684.0,0.1209102765229553,812074.0,0.4136314665356191,806186.0,0.3641484113633356,808824.0,0.3194851342922487,808466.0,0.3396714990454949
10,0.04,805150.0,0.0,780078.0,1.0,813386.0,0.2030922184210029,811798.0,0.1890676092010509,804866.0,0.2242614398850813,803688.0,0.2161150698395297,791504.0,0.4359914567070519,799804.0,0.3949760901203999,807318.0,0.3678719262101423,806350.0,0.3958266391970816
11,0.04,800150.0,0.0,794152.0,1.0,813656.0,0.2646908726633526,812934.0,0.2540117564783488,805064.0,0.2532746139452246,805934.0,0.2491163740147806,802372.0,0.4293571739089345,798474.0,0.3934262006917799,815904.0,0.3796662067401289,800388.0,0.3914982894513013
12,0.04,810950.0,0.0,780612.0,1.0,827196.0,0.2348649517077135,830292.0,0.2200653977734515,811322.0,0.1520592738200994,813008.0,0.1436482885062468,806888.0,0.4225527812954807,806400.0,0.3768877464229686,799670.0,0.3737879675657285,799690.0,0.3960345511936038
13,0.04,798700.0,0.0,799194.0,1.0,808040.0,0.2218421002891867,813148.0,0.2055304591074905,806580.0,0.1876878295877672,807196.0,0.1828680514865708,804788.0,0.436256071975353,813328.0,0.3984538907894985,822294.0,0.3690815960080896,813256.0,0.38690532443722
14,0.04,804000.0,0.0,785112.0,1.0,807276.0,0.2299884703347383,810922.0,0.2242047366133026,805424.0,0.1992930992118245,803694.0,0.1985937588598862,804554.0,0.4319088211389797,806264.0,0.3897971912979379,810350.0,0.3581756667359707,814732.0,0.371066210520347
15,0.04,785700.0,0.0,792036.0,1.0,804732.0,0.1708091556882832,801712.0,0.1593550947889693,794768.0,0.1368060937116071,794108.0,0.1327234581435349,797684.0,0.4276371746649782,801100.0,0.3855633470051222,796482.0,0.3447180902338065,792106.0,0.3603870943353431
16,0.04,800550.0,0.0,798352.0,1.0,805314.0,0.2278526470977375,806668.0,0.2127317746233957,809012.0,0.18073222824957,806642.0,0.1747216814410191,806844.0,0.4260683841457652,808272.0,0.3847316990190334,807800.0,0.3666622564121949,815288.0,0.3899105978414954
17,0.04,803550.0,0.0,793584.0,1.0,817496.0,0.2323511066588542,821378.0,0.22121836429962,809298.0,0.1925076076889636,805388.0,0.1856276107131381,811588.0,0.4381083788534598,815712.0,0.3976411438940027,816692.0,0.3584402820042716,827244.0,0.3719923639594004
18,0.04,811300.0,0.0,785264.0,1.0,812680.0,0.2408943996068573,812002.0,0.2266240762091972,812192.0,0.175534428336515,812104.0,0.1717353091273366,805250.0,0.4310771731528909,807024.0,0.3918007069007881,813132.0,0.347704462547489,810078.0,0.365868410607292
19,0.04,794500.0,0.0,802858.0,1.0,822210.0,0.3044776683614644,818382.0,0.2910578940404861,811652.0,0.2621392254333075,811404.0,0.2582077985899786,817490.0,0.441434970797815,817456.0,0.4073752055493602,811394.0,0.4009488347477649,813060.0,0.4116846542045476
20,0.04,805200.0,0.0,788680.0,1.0,816462.0,0.1914680477063526,819136.0,0.1791445366397641,807506.0,0.1419471903528833,808016.0,0.1377889504224393,808442.0,0.411060918214981,805232.0,0.3610297314155026,822666.0,0.3217154629822141,809730.0,0.3433194095299299
21,0.04,806350.0,0.0,789646.0,1.0,816724.0,0.2476987922203111,816994.0,0.2315005575821725,801256.0,0.2104636437522445,803304.0,0.2055493601980834,806100.0,0.4342903585536885,811366.0,0.391857410172567,818708.0,0.3700077494471431,823568.0,0.3911769709112215
22,0.04,806900.0,0.0,786918.0,1.0,813706.0,0.2867295442947058,817196.0,0.2787343829738976,813256.0,0.2376056098436879,813288.0,0.2304609975995614,807858.0,0.4371066210520347,814736.0,0.3975844406222239,806416.0,0.3830306008656699,809924.0,0.3966204850019846
23,0.04,806900.0,0.0,779938.0,1.0,810542.0,0.2307445139584554,813530.0,0.2201410021358232,803186.0,0.1859867314344037,801732.0,0.1799194813540741,787194.0,0.4522085924357835,799412.0,0.4101158636853346,796846.0,0.378343130398624,801238.0,0.3879637855104239
24,0.04,788750.0,0.0,787706.0,1.0,809600.0,0.2585669193112442,807140.0,0.2446557166348498,787654.0,0.2475664845861606,788836.0,0.244088683917062,797108.0,0.4402631031810535,803156.0,0.4064868542914926,804632.0,0.3781730205832876,800500.0,0.394182244315497
25,0.04,804700.0,0.0,788322.0,1.0,808442.0,0.2317651728504734,809902.0,0.2208214413971686,808878.0,0.1784262951972328,809116.0,0.1726236603852042,803020.0,0.4165800366681157,803812.0,0.3786833500292967,809194.0,0.3457387491258246,814500.0,0.3704046723495945
26,0.04,808100.0,0.0,802088.0,1.0,824770.0,0.2269831969304629,823520.0,0.2156047403935207,812914.0,0.1813559642391366,811950.0,0.1740223410890808,801628.0,0.4254446481561986,802240.0,0.3883418073222825,825580.0,0.3651879713459466,817490.0,0.3865084015347685
27,0.04,801850.0,0.0,794626.0,1.0,808764.0,0.3017181091348971,811732.0,0.2923620692913981,815358.0,0.1825845351276768,814666.0,0.175780142514223,803266.0,0.4577655130701041,806116.0,0.4305857447974748,810388.0,0.411060918214981,812046.0,0.4182055304591074
28,0.04,808500.0,0.0,791346.0,1.0,812540.0,0.2449014308125578,812436.0,0.2335229742756157,810088.0,0.1990095828529306,812312.0,0.1951726614625664,800428.0,0.4284688226510669,807206.0,0.3825391725102538,807786.0,0.375999395165101,810326.0,0.3894569716672652
29,0.04,802000.0,0.0,790786.0,1.0,817238.0,0.2510631863458522,817294.0,0.2429735195720793,814796.0,0.2082711172434649,814602.0,0.2011643071805243,815426.0,0.4448560681951348,815694.0,0.4047101517757575,811114.0,0.3726917043113387,806170.0,0.3868675222560341
30,0.04,800600.0,0.0,783812.0,1.0,817716.0,0.2385506643733343,818770.0,0.215510234940556,809516.0,0.1699397055210085,810584.0,0.1649687186950687,793038.0,0.4191883871699397,813518.0,0.3779273064055796,806628.0,0.3541497344396772,807694.0,0.3794393936530137
31,0.04,802650.0,0.0,789784.0,1.0,813652.0,0.2550702175515527,813542.0,0.2494187914642675,806986.0,0.1971950781560096,808242.0,0.1925454098701495,801240.0,0.4352354130833349,810096.0,0.3976411438940027,812332.0,0.3655470920672122,812630.0,0.3852987317368212
32,0.04,810000.0,0.0,794764.0,1.0,822614.0,0.2108227644735101,821608.0,0.1945111232918139,810770.0,0.180996843517871,811780.0,0.1756100326988867,806878.0,0.427429262668456,807628.0,0.3797796132836865,808548.0,0.3449071011397357,802040.0,0.3665110476874516
33,0.04,797400.0,0.0,792366.0,1.0,798424.0,0.2515357136106753,801300.0,0.2374165989377587,801588.0,0.2004082635568072,802086.0,0.1972517814277883,798044.0,0.4368987090555125,806092.0,0.4000037802181186,801544.0,0.3786266467575179,805632.0,0.3921220254408679
34,0.04,803100.0,0.0,793100.0,1.0,819084.0,0.2517814277883834,818268.0,0.2441642882794337,811152.0,0.2623660385204226,809904.0,0.2608917534541743,811808.0,0.4341013476477592,812162.0,0.3974332318974805,817278.0,0.3736178577503922,811798.0,0.3901941142003893
